poste,entreprise,lieu,salary_min,salary_max,currency,description,source,pays
Devops Engineer,ASTEK Polska,"Warszawa, mazowieckie",249600,288000,,"Jesteśmy częścią Grupy ASTEK, która od 1988 roku gromadzi doświadczenie na globalnym rynku usług konsultingowych. Grupa ASTEK jest globalnym graczem w dziedzinie inżynierii i doradztwie technologicznym, obecnym na 5 kontynentach. Czego uczymy się od innych podmiotów Grupy w naszej codziennej pracy? Przede wszystkim: inspiracji, celów, dobrych praktyk, innowacyjnych działań i wartości. W 2020, 2021, 2022 i 2023 roku otrzymaliśmy certyfikat Great Place to Work i znaleźliśmy się w gronie 15 Najlep…",adzuna_api,pl
DevOps Engineer,Sonalake,"Gdańsk, Trójmiasto",180000,216000,,"Sonalake is a software partnering company that helps our clients realise their product roadmaps. Product design and engineering are at the heart of our business. Our engineering teams work with clients right across the stack; UX, UI design, frontend, backend, analytics, infrastructure, operations - and everything else that goes into delivering great products. We thrive on variety and are highly adaptable. Our teams are exposed to domains as varied as telecom billing, ad tech, securities-based l…",adzuna_api,pl
DevOps Engineer,Sonalake,"Katowice, śląskie",180000,216000,,"Sonalake is a software partnering company that helps our clients realise their product roadmaps. Product design and engineering are at the heart of our business. Our engineering teams work with clients right across the stack; UX, UI design, frontend, backend, analytics, infrastructure, operations - and everything else that goes into delivering great products. We thrive on variety and are highly adaptable. Our teams are exposed to domains as varied as telecom billing, ad tech, securities-based l…",adzuna_api,pl
DevOps Engineer,Sonalake,"Kraków, małopolskie",180000,216000,,"Sonalake is a software partnering company that helps our clients realise their product roadmaps. Product design and engineering are at the heart of our business. Our engineering teams work with clients right across the stack; UX, UI design, frontend, backend, analytics, infrastructure, operations - and everything else that goes into delivering great products. We thrive on variety and are highly adaptable. Our teams are exposed to domains as varied as telecom billing, ad tech, securities-based l…",adzuna_api,pl
DevOps Engineer,Sonalake,"Poznań, wielkopolskie",180000,216000,,"Sonalake is a software partnering company that helps our clients realise their product roadmaps. Product design and engineering are at the heart of our business. Our engineering teams work with clients right across the stack; UX, UI design, frontend, backend, analytics, infrastructure, operations - and everything else that goes into delivering great products. We thrive on variety and are highly adaptable. Our teams are exposed to domains as varied as telecom billing, ad tech, securities-based l…",adzuna_api,pl
DevOps Engineer,Sonalake,"Warszawa, mazowieckie",180000,216000,,"Sonalake is a software partnering company that helps our clients realise their product roadmaps. Product design and engineering are at the heart of our business. Our engineering teams work with clients right across the stack; UX, UI design, frontend, backend, analytics, infrastructure, operations - and everything else that goes into delivering great products. We thrive on variety and are highly adaptable. Our teams are exposed to domains as varied as telecom billing, ad tech, securities-based l…",adzuna_api,pl
DevOps Engineer,P&P Solutions,"Warszawa, mazowieckie",282240,342720,," Lokalizacja: 100% zdalnie  Forma zatrudnienia: B2B  Wynagrodzenie: do 170 zł/h netto (do negocjacji) Do naszego zespołu poszukujemy doświadczonego DevOps Engineera , który wesprze rozwój i utrzymanie infrastruktury systemów produkcyjnych oraz procesów CI/CD . Szukamy osoby samodzielnej, z inicjatywą, gotowej do współpracy z zespołami developerskimi i aktywnego udziału w projektach technologicznych. Oczekiwania Minimum 5 lat doświadczenia jako DevOps lub Administrator systemów w środowisku prod…",adzuna_api,pl
DevOps Engineer,ASTEK Polska,"Warszawa, mazowieckie",302400,352800,,"Jesteśmy częścią Grupy ASTEK, która od 1988 roku gromadzi doświadczenie na globalnym rynku usług konsultingowych. Grupa ASTEK jest globalnym graczem w dziedzinie inżynierii i doradztwie technologicznym, obecnym na 5 kontynentach. Czego uczymy się od innych podmiotów Grupy w naszej codziennej pracy? Przede wszystkim: inspiracji, celów, dobrych praktyk, innowacyjnych działań i wartości. W 2020, 2021, 2022 i 2023 roku otrzymaliśmy certyfikat Great Place to Work i znaleźliśmy się w gronie 15 Najlep…",adzuna_api,pl
DevOps Engineer,Cognizant Tech Solutions,"Warszawa, mazowieckie",240000,288000,,"Location : Warsaw - Hybrid (minimum 3 days at the office) What we do: At Cognizant, we are dedicated to helping the world's leading companies build stronger businesses — helping them go from doing digital to being digital.In Poland, our offices are in Gdańsk, Wroclaw, and Kraków. However proposed offer is based in the Client office based in Warsaw. With the capacity to support various clients, we offer a world of opportunities for both professionals and graduates. You can expect five-star train…",adzuna_api,pl
DevOps OCP,P&P Solutions,"Warszawa, mazowieckie",322560,504000,,"Poszukujemy doświadczonego zespołu specjalistów DevOps/OpenShift do realizacji kluczowego projektu dla sektora publicznego (obszar energetyki). Jeśli masz ugruntowaną wiedzę w obszarze platformy OpenShift , a Twoje umiejętności obejmują instalację i utrzymanie środowisk air-gapped oraz zaawansowane procesy CI/CD , ten projekt jest dla Ciebie! Czas trwania projektu: 07.2025 – 12.2025 Lokalizacja: Polska (praca zdalna z możliwością wizyt w biurach we Wrocławiu lub Warszawie) Praca w niepełnym wym…",adzuna_api,pl
DevOps Enginner,Medius,"Kraków, małopolskie",204000,213600,,"About Medius Medius is a Swedish origin company & a leading global provider of cloud-based SaaS spend management solutions, helping organizations drive their business forward by enabling best-in-class process efficiency, cost-savings, and greater financial control. Spend management doesn’t ring a bell? This term describes the process from placing an order through its delivery, verification, invoicing to its payment. Our products help companies at every step of the purchasing process, increasing…",adzuna_api,pl
DevOps Engineer,People More P.S.A.,"Kraków, małopolskie",201600,241920,,"Cześć!Nazywamy się People More bowiem traktujemy naszych współpracowników z szacunkiem ale również dlatego, że projekty przy których pracujemy są dla ludzi i powinny być łatwe oraz przyjemne w użyciu. Jesteśmy technologiczni ale patrzymy szerzej :)People More istnieje już ponad cztery lata i wywodzi się z jednej z najstarszych agencji interaktywnych w kraju - Insignia. Spółkę tworzą osoby z ogromnym zapleczem klientów w kraju i zagranicą dla których budujemy projekty od zera (UX, UI, frontend, …",adzuna_api,pl
DevOps Engineer,People More P.S.A.,"Poznań, wielkopolskie",201600,241920,,"Cześć!Nazywamy się People More bowiem traktujemy naszych współpracowników z szacunkiem ale również dlatego, że projekty przy których pracujemy są dla ludzi i powinny być łatwe oraz przyjemne w użyciu. Jesteśmy technologiczni ale patrzymy szerzej :)People More istnieje już ponad cztery lata i wywodzi się z jednej z najstarszych agencji interaktywnych w kraju - Insignia. Spółkę tworzą osoby z ogromnym zapleczem klientów w kraju i zagranicą dla których budujemy projekty od zera (UX, UI, frontend, …",adzuna_api,pl
DevOps Engineer,People More P.S.A.,"Warszawa, mazowieckie",201600,241920,,"Cześć!Nazywamy się People More bowiem traktujemy naszych współpracowników z szacunkiem ale również dlatego, że projekty przy których pracujemy są dla ludzi i powinny być łatwe oraz przyjemne w użyciu. Jesteśmy technologiczni ale patrzymy szerzej :)People More istnieje już ponad cztery lata i wywodzi się z jednej z najstarszych agencji interaktywnych w kraju - Insignia. Spółkę tworzą osoby z ogromnym zapleczem klientów w kraju i zagranicą dla których budujemy projekty od zera (UX, UI, frontend, …",adzuna_api,pl
DevOps Engineer,Link Group,"Warszawa, mazowieckie",262080,322560,,"Szukamy osoby na stanowisko DevOps Engineer z doświadczeniem w tworzeniu i utrzymywaniu skalowalnej infrastruktury. Znającej cały cykl życia oprogramowania i automatyzującej procesy, by zwiększyć efektywność i niezawodność. Kluczowe umiejętności: Systemy: Linux (RedHat) – zaawansowana administracja i scripting (Bash, Python) Konteneryzacja: Kubernetes, Docker – wdrażanie, skalowanie i zarządzanie aplikacjami Automatyzacja: Ansible/Tower – provisioning, konfiguracja, deployment CI/CD: Jenkins, G…",adzuna_api,pl
DevOps Engineer,INFOPLUS TECHNOLOGIES,"Kraków, małopolskie",192000,220800,," Hybrid |  Experience: 4 years |  We are hiring for 2 open roles !  Position Overview We’re looking for experienced DevOps Engineers who are passionate about streamlining software delivery and ensuring system reliability through modern CI/CD practices and automation. ️ Key Responsibilities Design, build, and maintain robust CI/CD pipelines. Automate infrastructure and deployment processes. Monitor systems for performance, availability, and reliability. Diagnose and troubleshoot system and pipel…",adzuna_api,pl
DevOps Engineer,NewOps,"Gdańsk, Trójmiasto",132000,240000,,"Cześć!  Do naszego zespołu NewOps poszukujemy DevOps Engineera . Więcej informacji poniżej: Zakres obowiązków: Konfiguracja, testowanie i wdrażanie procesów CI/CD Utrzymanie aplikacji/środowisk produkcyjnych i testowych. Wsparcie zespołów developerskich w wytwarzaniu oprogramowania Rozwój, optymalizacja i utrzymanie bieżących rozwiązań Definiowanie wytycznych i dobrych praktyk w zespole Wymagania: Bardzo dobra znajomość zagadnień oraz dobrych praktyk CI/CD Bardzo dobra znajomość rozwiązań/narzę…",adzuna_api,pl
DevOps Engineer,NewOps,"Warszawa, mazowieckie",132000,240000,,"Cześć!  Do naszego zespołu NewOps poszukujemy DevOps Engineera . Więcej informacji poniżej: Zakres obowiązków: Konfiguracja, testowanie i wdrażanie procesów CI/CD Utrzymanie aplikacji/środowisk produkcyjnych i testowych. Wsparcie zespołów developerskich w wytwarzaniu oprogramowania Rozwój, optymalizacja i utrzymanie bieżących rozwiązań Definiowanie wytycznych i dobrych praktyk w zespole Wymagania: Bardzo dobra znajomość zagadnień oraz dobrych praktyk CI/CD Bardzo dobra znajomość rozwiązań/narzę…",adzuna_api,pl
DevOps Engineer,NewOps,"Katowice, śląskie",132000,240000,,"Cześć!  Do naszego zespołu NewOps poszukujemy DevOps Engineera . Więcej informacji poniżej: Zakres obowiązków: Konfiguracja, testowanie i wdrażanie procesów CI/CD Utrzymanie aplikacji/środowisk produkcyjnych i testowych. Wsparcie zespołów developerskich w wytwarzaniu oprogramowania Rozwój, optymalizacja i utrzymanie bieżących rozwiązań Definiowanie wytycznych i dobrych praktyk w zespole Wymagania: Bardzo dobra znajomość zagadnień oraz dobrych praktyk CI/CD Bardzo dobra znajomość rozwiązań/narzę…",adzuna_api,pl
DevOps Engineer,NewOps,"Łódź, łódzkie",132000,240000,,"Cześć!  Do naszego zespołu NewOps poszukujemy DevOps Engineera . Więcej informacji poniżej: Zakres obowiązków: Konfiguracja, testowanie i wdrażanie procesów CI/CD Utrzymanie aplikacji/środowisk produkcyjnych i testowych. Wsparcie zespołów developerskich w wytwarzaniu oprogramowania Rozwój, optymalizacja i utrzymanie bieżących rozwiązań Definiowanie wytycznych i dobrych praktyk w zespole Wymagania: Bardzo dobra znajomość zagadnień oraz dobrych praktyk CI/CD Bardzo dobra znajomość rozwiązań/narzę…",adzuna_api,pl
DevOps Engineer,Bayer Sp. z o.o.,"Warszawa, mazowieckie",180000,252000,,"At Bayer we’re visionaries, driven to solve the world’s toughest challenges and striving for a world where ,Health for all, Hunger for none’ is no longer a dream, but a real possibility. We’re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining ‘impossible’. There are so many reasons to join us. If you’re hungry to build a varied and meaningful career in a community of …",adzuna_api,pl
DevOps Engineer,ITDS,"Gdynia, Trójmiasto",192000,228000,,"Join us and and help ensure the performance of applications and infrastructure Gdańsk or Gdynia-based opportunity with 2 days per week in the office required. As a DevOps Enginee r, you will become an integral part of our client's technology team, a prominent player in the financial sector. Your focus will be on their core Common Revaluation Data (CRD) application, a globally utilized system that aggregates and distributes crucial price data to various consumers through a unified API. This appl…",adzuna_api,pl
DevOps Engineer,ITDS,"Gdańsk, Trójmiasto",192000,228000,,"Join us and and help ensure the performance of applications and infrastructure Gdańsk or Gdynia-based opportunity with 2 days per week in the office required. As a DevOps Enginee r, you will become an integral part of our client's technology team, a prominent player in the financial sector. Your focus will be on their core Common Revaluation Data (CRD) application, a globally utilized system that aggregates and distributes crucial price data to various consumers through a unified API. This appl…",adzuna_api,pl
DevOps Engineer,VIER,"Poznań, wielkopolskie",255168,306204,,"Requirements description You have professional IT experience You have experience in Container technology and the associated orchestration solutions (e.g., Docker) You can design, plan and implement CI/CD pipelines You are well-versed in Linux systems You have experience in one or more web infrastructures, e.g., apache, nginx, redis, etc., as well as in monitoring solutions Offer description We are a company with flat hierarchies and plenty of freedom to make your own decisions and have your own…",adzuna_api,pl
DevOps Engineer,Verestro SA,"Lublin, lubelskie",168000,228000,,Twój zakres obowiązków: utrzymywanie i rozwijanie infrastruktury opartej na systemach Linux automatyzacja wewnętrznych procesów nadzór i doskonalenie procesów wdrożeniowych ścisła współpraca z zespołami deweloperskimi i operacyjnymi IT aktywna praca nad rozwojem i wprowadzaniem dobrych praktyk oraz konwencji podejmowanie inicjatywy zwiększania jakości oprogramowania czynny udział w analizie kodu udział w dyżurach dziennych i nocnych – dyżury są dodatkowo płatne Nasze wymagania : minimum 2 letni…,adzuna_api,pl
DevOps Engineer,Connectis,"Warszawa, mazowieckie",252000,300000,,"Wspólnie z naszym Partnerem, dynamicznie rozwijającą się organizacją międzynarodową, poszukujemy osoby na stanowisko Devops Engineer. Dołącz do projektu, w którym wdrażane są nowoczesne rozwiązania z zakresu sztucznej inteligencji (AI), Internetu rzeczy (IoT), rozpoznawania głosu, analizy dużych zbiorów danych (Big Data), zaawansowanych technologii mobilnych i usług biznesowych. ‍TWOJA ROLA: Koordynowanie cyklu życia produktu, projektowanie, wdrażanie, zarządzanie wersjami oraz zatwierdzanie za…",adzuna_api,pl
Devops DevSecOps,7N,"Warszawa, mazowieckie",282240,346560,,"Dla naszego Klienta z branży telekomunikacyjnej poszukujemy osoby, która dołączy do zespołu w roli DevOpsa/DevSecOpsa. Jakie są nasze oczekiwania? Biegłość w osadzaniu aplikacji na platformie Kubernetes Realna i praktyczna znajomość narzędzia Ansible Umiejętność tworzenia pipeline'ów GitLabowych oraz rozbudowy środowisk i aplikacji w modelu IaC oraz CI/CD Zrozumienie infrastruktury IT z perspektywy aplikacji Wiedza na temat konteneryzacji , zasad bezpiecznej komunikacji sieciowej i budowy …",adzuna_api,pl
DevOps K8s,7N,"Warszawa, mazowieckie",282240,346560,,"Dla naszego Klienta z branży telekomunikacyjnej poszukujemy osoby, która dołączy do zespołu w roli DevOpsa. Jakie są nasze oczekiwania?  Biegłość w osadzaniu aplikacji na platformie Kubernetes  Realna i praktyczna znajomość narzędzia Ansible  Umiejętność tworzenia pipeline'ów GitLabowych oraz rozbudowy środowisk i aplikacji w modelu IaC oraz CI/CD  Zrozumienie infrastruktury IT z perspektywy aplikacji  Wiedza na temat konteneryzacji , zasad bezpiecznej komunikacji sieciowej i budowy bezpie…",adzuna_api,pl
DevOps Engineer,SCALO,"Wrocław, dolnośląskie",241920,262080,,"W Scalo zajmujemy się dostarczaniem projektów software'owych i wspieraniem naszych partnerów w rozwijaniu ich biznesu. Tworzymy oprogramowanie, które umożliwia ludziom dokonywanie zmian, działanie w szybszym tempie oraz osiąganie lepszych rezultatów. Jesteśmy firmą, która wykorzystuje szerokie spektrum usług IT, żeby pomagać klientom. Obszary naszego działania to m.in.: doradztwo technologiczne, tworzenie oprogramowania, systemy wbudowane, rozwiązania chmurowe, zarządzanie danymi, dedykowane ze…",adzuna_api,pl
AWS DevOps,7N,"Warszawa, mazowieckie",322560,403200,,"Nasz Klient z branży energetycznej prowadzi obecnie prace migracyjne swoich aplikacji, w związku z czym poszerza swój zespół DevOpsowy. Lokalizacja: Warszawa model hybrydowy (2 dni/tydzień w biurze) Język angielski na poziomie min. B2 ze względu na międzynarodowy zespół Zadania: wspieranie działań związanych z migracją z AKS do EKS projektowanie, wdrażanie i utrzymywanie skalowalnych i odpornych klastrów Kubernetes w AWS, zapewniając wysoką wydajność budowanie przepływów pracy CI/CD opartych na…",adzuna_api,pl
DevOps Engineer,monday.com,"Warszawa, mazowieckie",540000,636000,,"Take ownership of complex infrastructure & DevEx challenges at scale. We are monday.com , a global software company transforming how businesses run. Our product suite can adapt to the needs of diverse industries and use cases within one powerful platform, empowering ~245,000 customers worldwide to reimagine how work gets done, drive greater efficiency, and scale like never before. With over 2,500 employees across the globe, we grow by prioritizing transparency and knowledge sharing. We care abo…",adzuna_api,pl
DevOps Engineer,10Clouds,"Warszawa, mazowieckie",180000,228000,,Your role and responsibilities: Configuring new infrastructure based on project specifics and supporting the maintenance of both our clients’ existing infrastructure and our own Participating in the design process of optimal infrastructure architecture Sharing knowledge about Clouds solutions with our developers during the development phase of the project Building CI/CD pipelines Supporting our customers during the launch of new applications and provide maintenance for the infrastructure Design…,adzuna_api,pl
DevOps Engineer,UNIVIO,"Kraków, małopolskie",160800,261600,,"JoinUteam  Cześć, jesteśmy Univio – partner cyfrowej transformacji handlu. Już od ponad 25 lat pracujemy z globalnymi klientami, realizując setki projektów dla topowych marek. Znajdziesz u nas stabilne zatrudnienie, a jednocześnie luźną, niezobowiązującą atmosferę. Nasza organizacja opiera się na kulturze otwartości i dzielenia się wiedzą. Wspólnie pracujemy, rozwijamy się i inspirujemy. Dobre projekty wymagają dobrych zespołów! Sprawdź, które na Ciebie czekają!  Zespół Cloud Infrastructure zaj…",adzuna_api,pl
DevOps Engineer,UNIVIO,"Poznań, wielkopolskie",160800,261600,,"JoinUteam  Cześć, jesteśmy Univio – partner cyfrowej transformacji handlu. Już od ponad 25 lat pracujemy z globalnymi klientami, realizując setki projektów dla topowych marek. Znajdziesz u nas stabilne zatrudnienie, a jednocześnie luźną, niezobowiązującą atmosferę. Nasza organizacja opiera się na kulturze otwartości i dzielenia się wiedzą. Wspólnie pracujemy, rozwijamy się i inspirujemy. Dobre projekty wymagają dobrych zespołów! Sprawdź, które na Ciebie czekają!  Zespół Cloud Infrastructure zaj…",adzuna_api,pl
DevOps Engineer,UNIVIO,"Warszawa, mazowieckie",160800,261600,,"JoinUteam  Cześć, jesteśmy Univio – partner cyfrowej transformacji handlu. Już od ponad 25 lat pracujemy z globalnymi klientami, realizując setki projektów dla topowych marek. Znajdziesz u nas stabilne zatrudnienie, a jednocześnie luźną, niezobowiązującą atmosferę. Nasza organizacja opiera się na kulturze otwartości i dzielenia się wiedzą. Wspólnie pracujemy, rozwijamy się i inspirujemy. Dobre projekty wymagają dobrych zespołów! Sprawdź, które na Ciebie czekają!  Zespół Cloud Infrastructure zaj…",adzuna_api,pl
DevOps Engineer,UNIVIO,"Wrocław, dolnośląskie",160800,261600,,"JoinUteam  Cześć, jesteśmy Univio – partner cyfrowej transformacji handlu. Już od ponad 25 lat pracujemy z globalnymi klientami, realizując setki projektów dla topowych marek. Znajdziesz u nas stabilne zatrudnienie, a jednocześnie luźną, niezobowiązującą atmosferę. Nasza organizacja opiera się na kulturze otwartości i dzielenia się wiedzą. Wspólnie pracujemy, rozwijamy się i inspirujemy. Dobre projekty wymagają dobrych zespołów! Sprawdź, które na Ciebie czekają!  Zespół Cloud Infrastructure zaj…",adzuna_api,pl
DevOps Engineer,UNIVIO,"Gdańsk, Trójmiasto",160800,261600,,"JoinUteam  Cześć, jesteśmy Univio – partner cyfrowej transformacji handlu. Już od ponad 25 lat pracujemy z globalnymi klientami, realizując setki projektów dla topowych marek. Znajdziesz u nas stabilne zatrudnienie, a jednocześnie luźną, niezobowiązującą atmosferę. Nasza organizacja opiera się na kulturze otwartości i dzielenia się wiedzą. Wspólnie pracujemy, rozwijamy się i inspirujemy. Dobre projekty wymagają dobrych zespołów! Sprawdź, które na Ciebie czekają!  Zespół Cloud Infrastructure zaj…",adzuna_api,pl
DevOps Engineer,Box,"Warszawa, mazowieckie",300000,348000,,"Our compensation structure is the base salary and equity in the form of restricted stock units. What is Box? Box is the market leader for Cloud Content Management. Our mission is to power how the world works together. Box is partnering with enterprise organizations to accelerate their digital transformation by creating a single platform for secure content management, collaboration and workflow. We have an amazing opportunity to further establish ourselves as leaders in the space, and we need st…",adzuna_api,pl
DevOps Engineer,Experis Manpower Group,"Kraków, małopolskie",201600,241920,,"Work on site from the office in Krakow Responsibilities: • Assist in unifying and refactoring deployment jobs/scripts to improve consistency and maintainability • Support efforts to optimize alerting systems, helping to reduce noise and improve actionable notifications • Contribute to the design and implementation of dashboards with deployment and operational metrics visualization • Help automate and maintain CI/CD pipelines to enable faster and more reliable deployments — ongoing with incremen…",adzuna_api,pl
DevOps Engineer - Insurance,ITDS,"Kraków, małopolskie",228000,246000,,"Join us and improve the software development cycle of one of the largest financial companies ! As a DevOps Engineer , you will be working for our client, a leading international financial group undergoing a significant digital transformation. This project focuses on modernizing their core systems and infrastructure, migrating to cloud-native technologies, and implementing robust CI/CD pipelines. The DevOps will play a crucial role in designing, implementing, and maintaining the automated infras…",adzuna_api,pl
DevOps Engineer - Insurance,ITDS,"Poznań, wielkopolskie",228000,246000,,"Join us and improve the software development cycle of one of the largest financial companies ! As a DevOps Engineer , you will be working for our client, a leading international financial group undergoing a significant digital transformation. This project focuses on modernizing their core systems and infrastructure, migrating to cloud-native technologies, and implementing robust CI/CD pipelines. The DevOps will play a crucial role in designing, implementing, and maintaining the automated infras…",adzuna_api,pl
DevOps Engineer - Insurance,ITDS,"Warszawa, mazowieckie",228000,246000,,"Join us and improve the software development cycle of one of the largest financial companies ! As a DevOps Engineer , you will be working for our client, a leading international financial group undergoing a significant digital transformation. This project focuses on modernizing their core systems and infrastructure, migrating to cloud-native technologies, and implementing robust CI/CD pipelines. The DevOps will play a crucial role in designing, implementing, and maintaining the automated infras…",adzuna_api,pl
Senior DevOps Engineer,DO OK • Life-changing software services,"Wrocław, dolnośląskie",302400,383040,,"DevOps Engineer | Location: Remote Do you want to build reliable, scalable environments for cutting-edge AI solutions that transform the legal industry? We are looking for an experienced DevOps Engineer to join our Norwegian client team. The client is building an AI-powered platform that helps legal professionals process large volumes of documents faster, extract key information, and significantly reduce manual workload. Solution enables users to streamline legal workflows, analyze complex file…",adzuna_api,pl
Senior DevOps Engineer,DO OK • Life-changing software services,"Zielona Góra, lubuskie",302400,383040,,"DevOps Engineer | Location: Remote Do you want to build reliable, scalable environments for cutting-edge AI solutions that transform the legal industry? We are looking for an experienced DevOps Engineer to join our Norwegian client team. The client is building an AI-powered platform that helps legal professionals process large volumes of documents faster, extract key information, and significantly reduce manual workload. Solution enables users to streamline legal workflows, analyze complex file…",adzuna_api,pl
Senior DevOps Engineer,DO OK • Life-changing software services,"Warszawa, mazowieckie",302400,383040,,"DevOps Engineer | Location: Remote Do you want to build reliable, scalable environments for cutting-edge AI solutions that transform the legal industry? We are looking for an experienced DevOps Engineer to join our Norwegian client team. The client is building an AI-powered platform that helps legal professionals process large volumes of documents faster, extract key information, and significantly reduce manual workload. Solution enables users to streamline legal workflows, analyze complex file…",adzuna_api,pl
Senior DevOps Engineer,Link Group,"Gdańsk, Trójmiasto",181440,211680,,"Role Overview: We are seeking experienced Senior DevOps Engineers to join our Cloud Operations team, focusing on delivering leading DevOps practices such as assessment, strategy planning, CI/CD implementation, environment provisioning (on-premise/cloud), Infrastructure as Code (IaC), and Site Reliability Engineering (SRE) through monitoring and logging. Key Responsibilities: Provision and automate infrastructure extensively (using IaC and Configuration Management tools) to support diverse devel…",adzuna_api,pl
Senior DevOps Engineer,Link Group,"Kraków, małopolskie",181440,211680,,"Role Overview: We are seeking experienced Senior DevOps Engineers to join our Cloud Operations team, focusing on delivering leading DevOps practices such as assessment, strategy planning, CI/CD implementation, environment provisioning (on-premise/cloud), Infrastructure as Code (IaC), and Site Reliability Engineering (SRE) through monitoring and logging. Key Responsibilities: Provision and automate infrastructure extensively (using IaC and Configuration Management tools) to support diverse devel…",adzuna_api,pl
Senior DevOps Engineer,Link Group,"Wrocław, dolnośląskie",181440,211680,,"Role Overview: We are seeking experienced Senior DevOps Engineers to join our Cloud Operations team, focusing on delivering leading DevOps practices such as assessment, strategy planning, CI/CD implementation, environment provisioning (on-premise/cloud), Infrastructure as Code (IaC), and Site Reliability Engineering (SRE) through monitoring and logging. Key Responsibilities: Provision and automate infrastructure extensively (using IaC and Configuration Management tools) to support diverse devel…",adzuna_api,pl
Senior DevOps Engineer,Link Group,"Warszawa, mazowieckie",181440,211680,,"Role Overview: We are seeking experienced Senior DevOps Engineers to join our Cloud Operations team, focusing on delivering leading DevOps practices such as assessment, strategy planning, CI/CD implementation, environment provisioning (on-premise/cloud), Infrastructure as Code (IaC), and Site Reliability Engineering (SRE) through monitoring and logging. Key Responsibilities: Provision and automate infrastructure extensively (using IaC and Configuration Management tools) to support diverse devel…",adzuna_api,pl
Senior DevOps Engineer,Link Group,"Poznań, wielkopolskie",181440,211680,,"Role Overview: We are seeking experienced Senior DevOps Engineers to join our Cloud Operations team, focusing on delivering leading DevOps practices such as assessment, strategy planning, CI/CD implementation, environment provisioning (on-premise/cloud), Infrastructure as Code (IaC), and Site Reliability Engineering (SRE) through monitoring and logging. Key Responsibilities: Provision and automate infrastructure extensively (using IaC and Configuration Management tools) to support diverse devel…",adzuna_api,pl
DevOps Engineer Azure,Nexio Management,"Warszawa, mazowieckie",228000,264000,,"Nexio Management to zaufany partner biznesowy w drodze do cyfrowej przyszłości. Posiadamy prawie 20-letnie doświadczenie na rynku IT w Polsce i poza jej granicami. Prowadzimy działania w oparciu o transparentne i szczere relacje. Tworzymy innowacyjne rozwiązania technologiczne, kreując przy tym interesujące i rozwojowe środowisko pracy dla naszych ekspertów. Obecnie zatrudniamy 550 konsultantów, którzy świadczą usługi IT dla Klientów na całym świecie. Nasza główna siedziba mieści się w Warszawi…",adzuna_api,pl
DevOps Engineer Freelancer,Code and Pepper,"Suwałki, podlaskie",216000,288000,,"W Code & Pepper wspieramy klientów z branż, gdzie nie ma miejsca na półśrodki – FinTech, HealthTech i AI. Pomagamy im skalować zespoły, rozwijać platformy i dowozić nowe funkcje wtedy, kiedy są naprawdę potrzebne. Jednym z takich projektów jest platforma, która pomaga dużym inwestorom (np. funduszom) ogarniać, jak firmy naprawdę działają pod kątem środowiska, odpowiedzialności społecznej i ładu korporacyjnego (czyli ESG). Zamiast przeglądać tony raportów, dostają aktualne i wiarygodne dane w je…",adzuna_api,pl
DevOps Engineer Freelancer,Code and Pepper,"Poznań, wielkopolskie",216000,288000,,"W Code & Pepper wspieramy klientów z branż, gdzie nie ma miejsca na półśrodki – FinTech, HealthTech i AI. Pomagamy im skalować zespoły, rozwijać platformy i dowozić nowe funkcje wtedy, kiedy są naprawdę potrzebne. Jednym z takich projektów jest platforma, która pomaga dużym inwestorom (np. funduszom) ogarniać, jak firmy naprawdę działają pod kątem środowiska, odpowiedzialności społecznej i ładu korporacyjnego (czyli ESG). Zamiast przeglądać tony raportów, dostają aktualne i wiarygodne dane w je…",adzuna_api,pl
DevOps Engineer Freelancer,Code and Pepper,"Warszawa, mazowieckie",216000,288000,,"W Code & Pepper wspieramy klientów z branż, gdzie nie ma miejsca na półśrodki – FinTech, HealthTech i AI. Pomagamy im skalować zespoły, rozwijać platformy i dowozić nowe funkcje wtedy, kiedy są naprawdę potrzebne. Jednym z takich projektów jest platforma, która pomaga dużym inwestorom (np. funduszom) ogarniać, jak firmy naprawdę działają pod kątem środowiska, odpowiedzialności społecznej i ładu korporacyjnego (czyli ESG). Zamiast przeglądać tony raportów, dostają aktualne i wiarygodne dane w je…",adzuna_api,pl
DevOps Engineer Freelancer,Code and Pepper,"Katowice, śląskie",216000,288000,,"W Code & Pepper wspieramy klientów z branż, gdzie nie ma miejsca na półśrodki – FinTech, HealthTech i AI. Pomagamy im skalować zespoły, rozwijać platformy i dowozić nowe funkcje wtedy, kiedy są naprawdę potrzebne. Jednym z takich projektów jest platforma, która pomaga dużym inwestorom (np. funduszom) ogarniać, jak firmy naprawdę działają pod kątem środowiska, odpowiedzialności społecznej i ładu korporacyjnego (czyli ESG). Zamiast przeglądać tony raportów, dostają aktualne i wiarygodne dane w je…",adzuna_api,pl
